# Species	Genes	Alg.-Conn.	GCA_040366825.1.faa	GCA_040367275.1.faa	GCA_040368535.1.faa	GCA_040369685.1.faa	GCA_040370845.1.faa	GCA_040371445.1.faa	GCA_040372445.1.faa	GCA_040373035.1.faa	GCA_040373105.1.faa	GCA_040373215.1.faa	GCA_040373345.1.faa	GCA_040374935.1.faa	GCA_040377535.1.faa	GCA_040380425.1.faa	GCA_040383235.1.faa	GCA_040385865.1.faa	GCA_040388595.1.faa	GCA_040391575.1.faa	GCA_040394165.1.faa	GCA_040397295.1.faa	GCA_040400385.1.faa	GCA_040403735.1.faa	GCA_040404325.1.faa	GCA_040404335.1.faa	GCA_040404365.1.faa	GCA_040404415.1.faa	GCA_040404485.1.faa	GCA_040404575.1.faa	GCA_040404645.1.faa
27	27	1	XCB75576.1	XCB77616.1	XCB79631.1	XCB81625.1	XCB83683.1	XCB85709.1	XCB87683.1	*	XCB91781.1	XCB93737.1	XCB95794.1	XCB97816.1	XCB99827.1	XCC01819.1	XCC03903.1	XCC05933.1	XCC07995.1	XCC10037.1	XCC12117.1	XCC14180.1	XCC16228.1	XCC18259.1	XCC20228.1	XCC22241.1	XCC24272.1	XCC26277.1	XCC28306.1	*	XCC32390.1
27	27	1	XCB75584.1	XCB77624.1	XCB79639.1	XCB81633.1	XCB83691.1	XCB85717.1	*	XCB89763.1	XCB91789.1	XCB93745.1	XCB95802.1	XCB97824.1	XCB99835.1	XCC01827.1	XCC03911.1	XCC05941.1	XCC08003.1	XCC10045.1	XCC12125.1	XCC14188.1	XCC16236.1	XCC18267.1	*	XCC22249.1	XCC24280.1	XCC26285.1	XCC28314.1	XCC30321.1	XCC32398.1
27	27	1	XCB75612.1	XCB77651.1	*	XCB81661.1	XCB83719.1	XCB85745.1	XCB87717.1	XCB89790.1	*	XCB93770.1	XCB95830.1	XCB97851.1	XCB99862.1	XCC01854.1	XCC03938.1	XCC05969.1	XCC08030.1	XCC10073.1	XCC12152.1	XCC14214.1	XCC16263.1	XCC18294.1	XCC20260.1	XCC22275.1	XCC24307.1	XCC26313.1	XCC28339.1	XCC30347.1	XCC32425.1
27	27	1	XCB76575.1	XCB78614.1	XCB80584.1	*	XCB84682.1	XCB86659.1	XCB88685.1	XCB90712.1	XCB92731.1	XCB94709.1	XCB96753.1	XCB98767.1	XCC00777.1	XCC02821.1	XCC04953.1	XCC06899.1	XCC08998.1	XCC11047.1	XCC13138.1	XCC15173.1	XCC17193.1	XCC19211.1	XCC21186.1	XCC23200.1	XCC25263.1	XCC27265.1	XCC29283.1	XCC31321.1	*
27	27	1	XCB76585.1	XCB78622.1	XCB80592.1	XCB82648.1	XCB84694.1	XCB86666.1	XCB88750.1	XCB90769.1	XCB92738.1	XCB94770.1	XCB96813.1	XCB98822.1	XCC00785.1	XCC02830.1	*	XCC06965.1	XCC09008.1	XCC11100.1	XCC13151.1	XCC15230.1	XCC17259.1	XCC19228.1	XCC21241.1	XCC23256.1	XCC25281.1	XCC27320.1	XCC29294.1	XCC31331.1	*
27	27	1	XCB76586.1	XCB78623.1	XCB80593.1	XCB82649.1	XCB84695.1	XCB86667.1	XCB88751.1	XCB90770.1	XCB92739.1	XCB94771.1	XCB96814.1	XCB98823.1	XCC00786.1	XCC02831.1	*	XCC06966.1	XCC09009.1	XCC11101.1	XCC13152.1	XCC15231.1	XCC17260.1	XCC19229.1	XCC21242.1	XCC23257.1	XCC25282.1	XCC27321.1	XCC29295.1	XCC31332.1	*
27	27	1	XCB76587.1	XCB78624.1	XCB80594.1	XCB82650.1	XCB84696.1	XCB86668.1	XCB88752.1	XCB90771.1	XCB92740.1	XCB94772.1	XCB96815.1	XCB98824.1	XCC00787.1	XCC02832.1	*	XCC06967.1	XCC09010.1	XCC11102.1	XCC13153.1	XCC15232.1	XCC17261.1	XCC19230.1	XCC21243.1	XCC23258.1	XCC25283.1	XCC27322.1	XCC29296.1	XCC31333.1	*
27	27	1	XCB76590.1	XCB78627.1	XCB80597.1	XCB82653.1	XCB84699.1	XCB86671.1	XCB88755.1	XCB90774.1	XCB92743.1	XCB94775.1	XCB96818.1	XCB98827.1	XCC00790.1	XCC02835.1	*	XCC06970.1	XCC09013.1	XCC11105.1	XCC13156.1	XCC15235.1	XCC17264.1	XCC19233.1	XCC21246.1	XCC23261.1	XCC25286.1	XCC27325.1	XCC29299.1	XCC31336.1	*
27	27	0.926	XCB75411.1	XCB77452.1	XCB79466.1	XCB81462.1	XCB83513.1	XCB85549.1	XCB87520.1	XCB89593.1	XCB91612.1	XCB93574.1	XCB95628.1	*	XCB99661.1	XCC01656.1	XCC03738.1	XCC05772.1	XCC07829.1	XCC09870.1	XCC11962.1	XCC14013.1	XCC16064.1	XCC18093.1	XCC20062.1	XCC22072.1	XCC24111.1	XCC26116.1	XCC28143.1	*	XCC32229.1
27	27	0.926	XCB75466.1	XCB77509.1	XCB79521.1	XCB81518.1	XCB83570.1	XCB85602.1	XCB87575.1	XCB89648.1	XCB91668.1	XCB93630.1	XCB95684.1	XCB97710.1	*	XCC01712.1	XCC03793.1	XCC05826.1	XCC07884.1	XCC09926.1	XCC12014.1	XCC14069.1	XCC16119.1	*	XCC20117.1	XCC22127.1	XCC24166.1	XCC26170.1	XCC28197.1	XCC30203.1	XCC32284.1
27	27	0.889	XCB75122.1	XCB77170.1	XCB79181.1	XCB81176.1	XCB83226.1	XCB85260.1	XCB87490.1	XCB89307.1	XCB91327.1	XCB93544.1	XCB95338.1	XCB97129.1	XCB99378.1	XCC01368.1	XCC03696.1	XCC05743.1	XCC07541.1	XCC09584.1	XCC11933.1	*	XCC15778.1	XCC17814.1	XCC20031.1	XCC21786.1	XCC24082.1	XCC26074.1	XCC28077.1	XCC30120.1	*
27	27	0.889	XCB75246.1	XCB77291.1	XCB79303.1	*	XCB83351.1	XCB85382.1	XCB87370.1	XCB89427.1	XCB91450.1	XCB93420.1	XCB95462.1	XCB97253.1	XCB99499.1	XCC01491.1	XCC03573.1	XCC05619.1	XCC07666.1	XCC09705.1	XCC11811.1	XCC13851.1	XCC15900.1	XCC17937.1	XCC19908.1	XCC21908.1	XCC23963.1	XCC25951.1	XCC27956.1	XCC29995.1	*
27	27	0.889	XCB75864.1	XCB77932.1	XCB79917.1	XCB81911.1	XCB83971.1	XCB85996.1	*	*	XCB92067.1	XCB93973.1	XCB96081.1	XCB98050.1	XCC00111.1	XCC02157.1	XCC04139.1	XCC06168.1	XCC08279.1	XCC10324.1	XCC12349.1	XCC14415.1	XCC16516.1	XCC18547.1	XCC20459.1	XCC22527.1	XCC24508.1	XCC26511.1	XCC28542.1	XCC30556.1	XCC32628.1
27	27	0.889	XCB75921.1	XCB77986.1	XCB79975.1	XCB81967.1	XCB84027.1	XCB86053.1	XCB87975.1	XCB88935.1	XCB92122.1	XCB94030.1	XCB96137.1	XCB97020.1	XCC00168.1	XCC02214.1	*	XCC06224.1	XCC08333.1	XCC10382.1	XCC12408.1	XCC14469.1	XCC16571.1	XCC18604.1	XCC20514.1	XCC22584.1	*	XCC26568.1	XCC28599.1	XCC30613.1	XCC32684.1
27	27	0.889	XCB76415.1	XCB78453.1	XCB80424.1	XCB82468.1	XCB84531.1	XCB86509.1	XCB88528.1	XCB90557.1	XCB92582.1	XCB94561.1	XCB96597.1	*	XCC00613.1	XCC02670.1	XCC04791.1	XCC06747.1	XCC08839.1	XCC10878.1	XCC12975.1	XCC15019.1	XCC17033.1	XCC19061.1	XCC21037.1	XCC23046.1	XCC25099.1	XCC27109.1	*	XCC31169.1	XCC33267.1
27	27	0.852	XCB75781.1	XCB77852.1	XCB79836.1	XCB81829.1	XCB83892.1	XCB85915.1	XCB87838.1	XCB89960.1	XCB91986.1	XCB93891.1	XCB96001.1	XCB97970.1	XCC00031.1	XCC02077.1	XCC04058.1	XCC06088.1	XCC08200.1	XCC10242.1	XCC12271.1	XCC14334.1	XCC16433.1	XCC18465.1	XCC20377.1	*	*	XCC26431.1	XCC28460.1	XCC30473.1	XCC32547.1
27	27	0.846	XCB75188.1	XCB77234.1	XCB79246.1	XCB81241.1	XCB83295.1	XCB85326.1	XCB87427.1	XCB89370.1	XCB91392.1	XCB93479.1	XCB95406.1	XCB97194.1	XCB99443.1	XCC01433.1	XCC03632.1	XCC05677.1	XCC07609.1	XCC09650.1	XCC11867.1	XCC13917.1	*	XCC17879.1	XCC19966.1	*	XCC24017.1	XCC26009.1	XCC28013.1	XCC30056.1	XCC32125.1
27	27	0.815	XCB75787.1	XCB78475.1	*	XCB81835.1	XCB83897.1	XCB85921.1	XCB87844.1	XCB89965.1	XCB91992.1	XCB93897.1	XCB96007.1	XCB97975.1	XCC00630.1	XCC02692.1	XCC04800.1	XCC06094.1	XCC08206.1	XCC10247.1	XCC12987.1	XCC14339.1	XCC16439.1	XCC18471.1	XCC20383.1	XCC22452.1	XCC24432.1	XCC26437.1	XCC28467.1	*	XCC32552.1
27	27	0.815	XCB75824.1	XCB77893.1	XCB79878.1	XCB81872.1	*	XCB85957.1	XCB87882.1	XCB90002.1	XCB92028.1	XCB93934.1	XCB96043.1	XCB98011.1	XCC00072.1	XCC02118.1	XCC04101.1	XCC06131.1	XCC08241.1	XCC10285.1	*	XCC14376.1	XCC16476.1	XCC18508.1	XCC20420.1	XCC22489.1	XCC24469.1	XCC26474.1	XCC28504.1	XCC30517.1	XCC32590.1
27	27	0.815	XCB76427.1	*	XCB79799.1	XCB81792.1	XCB83853.1	XCB86522.1	XCB87801.1	XCB90569.1	XCB92593.1	XCB93854.1	XCB95963.1	XCB98618.1	XCC00624.1	*	XCC04021.1	XCC06752.1	XCC08850.1	XCC10205.1	XCC12981.1	XCC14297.1	XCC16396.1	XCC18428.1	XCC20341.1	XCC22411.1	XCC24388.1	XCC26393.1	XCC28423.1	XCC30434.1	XCC33271.1
27	27	0.815	XCB76458.1	XCB78498.1	XCB80466.1	XCB82511.1	XCB84482.1	XCB86201.1	XCB88428.1	XCB90601.1	XCB92514.1	XCB94177.1	XCB96286.1	XCB96876.1	XCC00681.1	XCC02714.1	XCC04844.1	XCC06618.1	XCC08902.1	XCC10950.1	XCC12870.1	XCC14924.1	XCC16722.1	XCC19000.1	XCC20664.1	XCC22734.1	*	XCC27147.1	XCC29184.1	XCC31072.1	*
27	27	0.808	XCB76093.1	XCB78164.1	XCB80147.1	XCB82144.1	XCB84452.1	XCB86232.1	XCB88396.1	XCB90368.1	XCB92482.1	XCB94210.1	XCB96316.1	XCB96845.1	XCC00518.1	XCC02397.1	XCC04625.1	XCC06586.1	*	XCC10801.1	XCC12836.1	XCC14891.1	XCC16753.1	XCC18968.1	XCC20696.1	XCC22765.1	XCC24978.1	XCC26748.1	*	XCC31040.1	XCC32884.1
27	27	0.808	XCB76444.1	XCB78057.1	XCB80453.1	XCB82036.1	XCB82683.1	XCB86123.1	*	XCB90260.1	XCB90788.1	XCB94101.1	XCB96209.1	XCB96950.1	XCB98843.1	XCC02288.1	XCC04763.1	XCC06693.1	XCC07002.1	XCC10963.1	XCC12946.1	*	XCC16645.1	XCC17283.1	XCC20591.1	XCC22658.1	XCC25082.1	XCC26637.1	XCC29064.1	XCC31150.1	XCC33289.1
27	27	0.806	XCB76105.1	XCB78176.1	XCB80160.1	XCB82156.1	XCB84439.1	XCB86246.1	XCB88383.1	XCB90380.1	XCB92470.1	XCB94223.1	XCB96329.1	XCB96832.1	XCC00506.1	XCC02409.1	XCC04613.1	XCC06573.1	*	XCC10789.1	XCC12824.1	XCC14878.1	XCC16765.1	XCC18955.1	XCC20709.1	XCC22778.1	XCC24966.1	XCC26760.1	XCC28943.1	XCC31027.1	*
27	27	0.788	XCB75035.1	XCB77082.1	XCB79094.1	*	XCB83137.1	XCB85171.1	XCB87147.1	XCB89216.1	XCB91239.1	XCB93201.1	XCB95249.1	XCB97473.1	XCB99291.1	XCC01274.1	XCC03353.1	XCC05400.1	XCC07455.1	XCC09498.1	XCC11593.1	XCC13634.1	XCC15690.1	XCC17728.1	XCC19691.1	XCC21699.1	XCC23744.1	XCC25734.1	XCC27738.1	*	XCC31852.1
27	27	0.778	XCB75392.1	XCB77434.1	XCB79447.1	XCB81443.1	XCB83495.1	XCB85530.1	XCB87502.1	*	XCB91593.1	XCB93556.1	XCB95609.1	XCB97636.1	XCB99643.1	XCC01637.1	XCC03719.1	XCC05753.1	XCC07810.1	XCC09852.1	XCC11942.1	XCC13994.1	XCC16044.1	XCC18074.1	XCC20044.1	XCC22053.1	*	XCC26098.1	XCC28123.1	XCC30131.1	XCC32210.1
27	27	0.777	XCB76513.1	XCB78555.1	XCB80518.1	XCB82564.1	XCB84625.1	XCB86597.1	XCB88621.1	XCB90650.1	XCB92671.1	XCB94649.1	XCB96689.1	*	XCC00710.1	XCC02762.1	XCC04892.1	XCC06843.1	XCC08934.1	XCC10978.1	XCC13075.1	XCC15101.1	XCC17127.1	XCC19150.1	*	XCC23134.1	XCC25199.1	XCC27205.1	XCC29227.1	XCC31261.1	XCC33369.1
27	27	0.774	XCB74823.1	*	XCB78885.1	XCB80870.1	XCB82922.1	XCB84961.1	XCB86978.1	XCB89013.1	XCB91029.1	XCB93021.1	XCB95038.1	XCB97100.1	XCB99082.1	*	XCC03193.1	XCC05219.1	XCC07244.1	XCC09288.1	XCC11416.1	XCC13366.1	XCC15479.1	XCC17524.1	XCC19513.1	XCC21493.1	XCC23564.1	XCC25551.1	XCC27590.1	XCC29602.1	XCC31666.1
27	27	0.774	XCB74844.1	*	XCB78906.1	XCB80892.1	XCB82943.1	XCB84982.1	XCB86999.1	XCB89034.1	XCB91050.1	XCB93042.1	XCB95059.1	XCB97121.1	XCB99103.1	*	XCC03216.1	XCC05241.1	XCC07265.1	XCC09309.1	XCC11439.1	XCC13387.1	XCC15501.1	XCC17546.1	XCC19534.1	XCC21515.1	XCC23585.1	XCC25573.1	XCC27612.1	XCC29623.1	XCC33370.1
27	27	0.769	XCB74846.1	XCB76926.1	XCB78908.1	XCB80895.1	XCB82945.1	XCB84983.1	*	XCB89035.1	XCB91052.1	XCB93044.1	XCB95060.1	XCB97631.1	XCB99105.1	XCC01019.1	XCC03218.1	XCC05243.1	XCC07266.1	XCC09311.1	XCC11441.1	XCC13388.1	XCC15502.1	XCC17547.1	XCC19535.1	XCC21516.1	XCC23586.1	XCC25575.1	XCC28117.1	XCC29625.1	*
27	27	0.769	XCB74853.1	XCB76933.1	XCB78915.1	XCB80902.1	XCB82952.1	XCB84990.1	XCB87007.1	*	XCB91059.1	XCB93051.1	XCB95067.1	XCB97624.1	XCB99112.1	XCC01012.1	XCC03225.1	XCC05250.1	XCC07273.1	XCC09318.1	XCC11448.1	XCC13395.1	XCC15509.1	XCC17554.1	XCC19542.1	XCC21523.1	XCC23593.1	XCC25582.1	XCC28110.1	*	XCC31695.1
27	27	0.765	XCB75981.1	XCB78049.1	XCB80035.1	XCB82028.1	XCB82690.1	XCB86115.1	XCB88510.1	XCB90254.1	XCB90796.1	XCB94094.1	XCB96201.1	XCB96956.1	XCB98850.1	XCC02280.1	*	XCC06700.1	XCC07009.1	XCC09054.1	XCC12953.1	*	XCC16637.1	XCC17291.1	XCC20582.1	XCC22650.1	XCC25085.1	XCC26630.1	XCC29071.1	XCC31151.1	XCC32747.1
27	27	0.757	XCB75113.1	XCB77162.1	XCB79172.1	XCB81166.1	XCB83215.1	XCB85250.1	XCB87228.1	XCB89293.1	XCB91318.1	XCB93282.1	XCB95326.1	XCB97393.1	XCB99368.1	XCC01356.1	XCC03432.1	XCC05478.1	*	XCC09574.1	XCC11673.1	XCC13712.1	XCC15767.1	XCC17804.1	*	XCC21778.1	XCC23824.1	XCC25813.1	XCC27819.1	XCC29859.1	XCC31930.1
27	27	0.745	XCB74663.1	XCB76743.1	XCB78726.1	XCB80713.1	XCB82763.1	XCB84801.1	XCB86818.1	XCB90176.1	XCB90871.1	XCB92861.1	XCB94876.1	XCB98185.1	XCB98921.1	XCC01203.1	XCC02996.1	XCC05071.1	XCC07088.1	XCC09128.1	*	XCC13208.1	XCC15331.1	XCC17362.1	XCC19354.1	XCC21343.1	XCC23413.1	XCC25390.1	*	XCC29443.1	XCC31469.1
27	27	0.739	XCB75072.1	*	XCB79131.1	XCB81123.1	XCB83173.1	XCB85208.1	XCB87183.1	XCB89252.1	XCB91276.1	XCB93237.1	XCB95285.1	XCB97437.1	XCB99328.1	*	XCC03390.1	XCC05436.1	XCC07489.1	XCC09534.1	XCC11628.1	XCC13669.1	XCC15725.1	XCC17763.1	XCC19727.1	XCC21736.1	XCC23781.1	XCC25769.1	XCC27774.1	XCC29816.1	XCC31888.1
27	27	0.739	XCB75303.1	XCB77348.1	XCB79360.1	*	XCB83408.1	XCB85440.1	XCB87315.1	XCB89485.1	XCB91505.1	XCB93367.1	XCB95521.1	XCB97307.1	XCB99556.1	XCC01551.1	XCC03518.1	XCC05566.1	*	XCC09762.1	XCC11760.1	XCC13798.1	XCC15956.1	XCC17988.1	XCC19855.1	XCC21965.1	XCC23910.1	XCC25899.1	XCC27904.1	XCC29945.1	XCC32017.1
27	27	0.739	XCB75304.1	XCB77349.1	XCB79361.1	*	XCB83409.1	XCB85441.1	XCB87314.1	XCB89486.1	XCB91506.1	XCB93366.1	XCB95522.1	XCB97308.1	XCB99557.1	XCC01552.1	XCC03517.1	XCC05565.1	*	XCC09763.1	XCC11759.1	XCC13797.1	XCC15957.1	XCC17989.1	XCC19854.1	XCC21966.1	XCC23909.1	XCC25898.1	XCC27903.1	XCC29944.1	XCC32016.1
27	27	0.729	XCB74713.1	XCB76791.1	XCB78776.1	XCB80761.1	XCB82813.1	XCB84852.1	XCB86868.1	XCB90124.1	XCB90922.1	XCB92909.1	XCB94926.1	XCB98134.1	XCB98972.1	XCC01155.1	XCC03046.1	XCC05120.1	XCC07138.1	XCC09177.1	XCC11310.1	XCC13258.1	XCC15379.1	XCC17412.1	XCC19402.1	XCC21391.1	*	XCC25440.1	XCC27481.1	XCC29494.1	*
27	27	0.725	XCB76301.1	XCB78373.1	XCB80295.1	XCB82355.1	XCB84242.1	XCB86380.1	XCB88188.1	XCB90519.1	XCB92335.1	XCB94360.1	XCB96464.1	XCB98489.1	XCC00372.1	XCC02607.1	*	*	XCC08551.1	XCC10593.1	XCC12623.1	XCC14677.1	XCC16905.1	XCC18822.1	XCC20847.1	XCC22918.1	XCC24767.1	XCC26898.1	XCC28811.1	XCC30826.1	XCC33093.1
27	27	0.712	XCB74644.1	XCB76722.1	XCB78707.1	XCB80693.1	*	XCB84782.1	XCB86711.1	XCB90198.1	XCB90851.1	XCB92758.1	XCB94856.1	XCB98286.1	XCB98902.1	XCC01224.1	XCC02868.1	XCC04971.1	XCC07063.1	XCC09107.1	XCC11139.1	XCC13187.1	XCC15311.1	XCC17344.1	XCC19247.1	*	XCC23306.1	XCC25287.1	XCC27327.1	XCC29338.1	XCC31364.1
27	27	0.701	XCB74743.1	XCB76821.1	XCB78806.1	XCB80790.1	XCB82843.1	XCB84881.1	XCB86898.1	XCB90093.1	XCB90950.1	XCB92940.1	XCB94956.1	XCB98103.1	XCB99002.1	XCC01125.1	XCC03077.1	XCC05150.1	XCC07167.1	XCC09207.1	XCC11340.1	XCC13288.1	*	XCC17443.1	XCC19432.1	*	XCC23491.1	XCC25471.1	XCC27511.1	XCC29525.1	XCC31549.1
27	27	0.701	XCB74744.1	XCB76822.1	XCB78807.1	XCB80791.1	XCB82844.1	XCB84882.1	XCB86899.1	XCB90092.1	XCB90951.1	XCB92941.1	XCB94957.1	XCB98102.1	XCB99003.1	XCC01124.1	XCC03078.1	XCC05151.1	XCC07168.1	XCC09208.1	XCC11341.1	XCC13289.1	*	XCC17444.1	XCC19433.1	*	XCC23492.1	XCC25472.1	XCC27512.1	XCC29526.1	XCC31550.1
27	27	0.701	XCB74745.1	XCB76823.1	XCB78808.1	XCB80792.1	XCB82845.1	XCB84883.1	XCB86900.1	XCB90091.1	XCB90952.1	XCB92942.1	XCB94958.1	XCB98101.1	XCB99004.1	XCC01123.1	XCC03079.1	XCC05152.1	XCC07169.1	XCC09209.1	XCC11342.1	XCC13290.1	*	XCC17445.1	XCC19434.1	*	XCC23493.1	XCC25473.1	XCC27513.1	XCC29527.1	XCC31551.1
27	27	0.697	XCB74717.1	XCB76795.1	XCB78780.1	XCB80765.1	XCB82817.1	XCB84856.1	XCB86872.1	XCB90120.1	XCB90926.1	XCB92913.1	XCB94930.1	XCB98130.1	XCB98976.1	XCC01151.1	XCC03050.1	XCC05124.1	XCC07142.1	XCC09181.1	XCC11314.1	XCC13262.1	XCC15383.1	XCC17416.1	*	XCC21395.1	XCC23465.1	XCC25444.1	*	XCC29498.1	XCC31522.1
27	27	0.683	XCB74561.1	XCB76639.1	XCB80418.1	XCB80613.1	XCB84118.1	XCB86504.1	XCB88066.1	XCB88846.1	XCB92211.1	XCB94489.1	XCB96589.1	*	*	XCC00856.1	XCC04287.1	XCC06311.1	XCC08425.1	XCC10469.1	XCC12498.1	XCC14556.1	XCC17028.1	XCC18697.1	XCC20968.1	XCC23043.1	XCC24646.1	XCC27026.1	XCC28688.1	XCC30701.1	XCC33216.1
27	27	0.679	XCB76487.1	XCB78525.1	XCB80495.1	XCB82537.1	*	XCB86575.1	XCB88560.1	XCB90628.1	XCB92617.1	XCB94617.1	*	XCB98660.1	XCC00652.1	XCC02740.1	XCC04818.1	XCC06777.1	XCC08875.1	XCC10921.1	XCC13005.1	XCC15046.1	XCC17100.1	XCC19095.1	XCC21094.1	XCC23108.1	XCC25130.1	XCC27173.1	XCC29161.1	XCC31195.1	XCC33333.1
27	27	0.671	XCB74647.1	XCB76725.1	XCB78710.1	XCB80696.1	XCB82747.1	XCB84785.1	XCB86714.1	XCB90195.1	XCB90854.1	XCB92761.1	XCB94859.1	XCB98283.1	XCB98905.1	XCC01221.1	XCC02871.1	XCC04974.1	XCC07066.1	XCC09110.1	*	XCC13190.1	XCC15314.1	XCC17347.1	XCC19250.1	XCC21326.1	XCC23309.1	*	XCC27330.1	XCC29341.1	XCC31367.1
27	27	0.658	XCB74765.1	XCB76844.1	XCB78828.1	XCB82558.1	XCB84619.1	XCB86590.1	XCB88616.1	XCB88956.1	XCB92666.1	XCB92960.1	XCB94978.1	XCB97041.1	XCC00704.1	XCC01103.1	XCC04885.1	XCC06836.1	XCC08927.1	XCC10973.1	XCC11360.1	*	XCC17121.1	*	XCC19453.1	XCC23129.1	XCC25193.1	XCC27200.1	XCC29220.1	XCC31256.1	XCC33363.1
27	27	0.636	XCB74990.1	XCB77701.1	XCB79050.1	XCB81022.1	*	XCB85126.1	XCB86727.1	XCB89169.1	XCB91194.1	XCB92771.1	XCB95205.1	XCB98272.1	XCB99248.1	XCC01905.1	XCC02903.1	XCC04983.1	XCC07390.1	XCC09455.1	*	XCC13515.1	XCC15646.1	XCC17685.1	XCC19262.1	XCC21658.1	XCC23321.1	XCC25300.1	XCC27342.1	XCC29353.1	XCC31379.1
27	27	0.597	XCB75956.1	XCB78022.1	XCB80010.1	XCB82003.1	XCB82718.1	XCB86090.1	*	XCB90228.1	XCB90821.1	XCB94067.1	XCB96174.1	XCB96984.1	XCB98875.1	XCC02254.1	XCC02843.1	XCC06727.1	XCC07035.1	XCC09082.1	XCC11111.1	XCC13162.1	XCC16608.1	XCC17316.1	XCC20552.1	XCC22621.1	XCC23278.1	XCC26604.1	XCC29101.1	XCC29312.1	*
27	27	0.555	XCB74908.1	XCB76988.1	XCB78969.1	XCB80957.1	XCB83008.1	XCB85044.1	XCB87059.1	*	XCB91113.1	XCB93102.1	XCB95122.1	XCB97569.1	XCB99167.1	XCC00957.1	XCC03281.1	XCC05305.1	XCC07328.1	XCC09373.1	XCC11498.1	XCC13450.1	XCC15564.1	*	XCC19597.1	XCC21577.1	XCC23648.1	XCC25636.1	XCC27643.1	XCC29684.1	XCC31751.1
27	27	0.555	XCB74910.1	XCB76990.1	XCB78970.1	XCB80959.1	XCB83010.1	XCB85046.1	XCB87060.1	*	XCB91114.1	XCB93104.1	XCB95124.1	XCB97567.1	XCB99169.1	XCC00955.1	XCC03282.1	XCC05306.1	XCC07330.1	XCC09375.1	XCC11500.1	XCC13452.1	XCC15566.1	*	XCC19599.1	XCC21579.1	XCC23650.1	XCC25638.1	XCC27645.1	XCC29686.1	XCC31752.1
27	27	0.525	XCB74752.1	XCB76831.1	XCB78814.1	XCB80801.1	XCB82853.1	XCB84891.1	XCB86906.1	XCB90083.1	XCB90960.1	XCB92948.1	XCB94966.1	XCB98095.1	XCB99011.1	XCC01115.1	XCC03085.1	*	XCC07177.1	XCC09216.1	XCC11348.1	XCC13296.1	XCC15409.1	XCC17453.1	XCC19442.1	XCC21422.1	*	XCC25479.1	XCC27519.1	XCC29532.1	XCC31743.1
26	66	0.118	XCB74982.1,XCB74961.1,XCB74651.1	XCB77042.1,XCB76729.1	XCB78714.1,XCB79042.1	XCB81014.1,XCB81047.1,XCB80699.1	XCB83061.1,XCB83095.1,XCB82750.1	XCB85117.1,XCB85096.1,XCB84788.1	XCB86718.1,XCB86804.1	XCB90191.1	XCB91186.1,XCB91165.1,XCB90857.1	XCB92848.1	XCB95196.1,XCB95175.1,XCB94862.1	XCB98198.1,XCB98279.1,XCB97512.1	XCB98909.1	XCC01914.1,XCC01936.1,XCC01218.1	XCC02894.1,XCC02982.1,XCC02875.1	*	XCC07381.1,XCC07415.1,XCC07069.1	*	XCC11144.1,XCC11249.1	XCC13506.1,XCC13593.1,XCC13193.1	XCC15638.1,XCC15617.1,XCC15318.1	*	XCC19339.1,XCC19651.1,XCC19254.1	XCC21649.1,XCC21329.1,XCC21629.1	XCC23705.1	XCC25377.1,XCC25293.1,XCC25692.1	XCC27420.1,XCC27696.1,XCC27334.1	XCC29429.1,XCC29345.1,XCC29738.1	XCC31802.1,XCC31371.1,XCC31455.1
26	35	0.222	*	XCB78014.1,XCB76702.1	*	XCB81003.1	XCB82726.1	XCB86082.1	XCB88005.1	XCB88908.1	XCB90829.1	XCB93147.1	XCB96166.1	XCB96990.1,XCB97521.1	XCC00194.1	XCC00916.1,XCC02246.1,XCC01245.1	XCC04222.1,XCC03325.1	XCC05349.1	XCC07043.1	*	XCC11544.1	XCC13169.1,XCC13496.1	XCC16600.1	XCC17324.1	XCC20544.1,XCC19640.1	XCC22613.1	XCC23694.1	XCC25682.1	XCC28627.1	XCC29319.1,XCC29728.1,XCC30641.1	XCC32713.1
26	35	0.221	*	XCB78012.1,XCB76704.1	*	XCB81000.1	XCB82728.1	XCB86079.1	XCB88002.1	XCB88910.1	XCB90832.1	XCB93145.1	XCB96164.1	XCB96992.1,XCB97523.1	XCC00192.1	XCC00918.1,XCC02243.1,XCC01243.1	XCC04219.1,XCC03322.1	XCC05347.1	XCC07046.1	*	XCC11542.1	XCC13171.1,XCC13494.1	XCC16598.1	XCC17326.1	XCC20542.1,XCC19638.1	XCC22611.1	XCC23691.1	XCC25679.1	XCC28625.1	XCC29321.1,XCC29726.1,XCC30639.1	XCC32710.1
26	34	0.134	XCB76519.1	XCB78611.1	XCB80523.1,XCB80467.1	XCB82606.1,XCB82496.1	XCB84607.1	XCB86584.1	XCB88622.1	XCB90709.1	XCB92695.1	XCB93380.1	XCB96751.1,XCB96750.1	XCB98635.1	*	XCC02818.1,XCC01020.1	XCC04893.1,XCC04951.1	*	XCC08996.1	XCC10949.1	XCC13136.1	XCC15084.1	*	XCC19137.1	XCC21070.1,XCC21057.1	XCC23074.1	XCC25260.1	XCC27263.1	XCC29210.1	XCC29624.1,XCC31319.1	XCC33371.1,XCC33355.1
